rodent_survey_id,site_id,start_date,end_date,quadrat,weather,notes,num_traps
555,15,2005-07-01,2005-07-02,1,"100% Schismus cover; sev well-estab'd UDA trails crossing traps in gullly: B7, C7","7/2 Sprung: G6, G4, G3, F4, D4, A4, B4",49
556,15,2005-07-01,2005-07-02,2,NOTES: ATV tracks on south end,"7/2: E3 sprung; traps in gully: A4, A5, B7, B5, B5",49
557,7,2005-07-06,2005-07-07,1,NA,7/6: C2 sprung,49
558,7,2005-07-06,2005-07-07,2,NA,7/7: A4 sprung,49
559,6,2005-07-06,2005-07-07,1,NA,7/7: A1 sprung,49
560,6,2005-07-06,2005-07-07,2,NA,"7/6: E2, C7 sprung",49
561,4,2005-07-12,2005-07-13,1,NA,"7/12: D2 sprung      7/13: C7, G2 sprung",49
562,4,2005-07-12,2005-07-13,2,NA,"7/12: F1, B2 sprung    7/12: Rabbit in B7",49
563,2,2005-07-12,2005-07-13,1,NA,7/12: A5 sprung,49
564,2,2005-07-12,2005-07-13,2,NA,7/13: B7 sprung,49
566,13,2005-07-14,2005-07-15,1,NA,7/14: Whipsnake near E7 even mix pink on black ~3.5 ft,49
567,13,2005-07-14,2005-07-15,2,NA,7/14: D5 sprung,49
568,19,2005-07-19,2005-07-20,1,"High winds last night (monsoon, no rain)","7/19: A2. B2, C3, G7, G2 sprung; 7/20: D1, G3 sprung; many traps on sides",49
569,19,2005-07-19,2005-07-20,2,NA,"7/19: A7, A3, B6 sprung",49
570,11,2005-07-21,2005-07-22,1,NA,NA,49
571,20,2005-07-21,2005-07-23,1,No 7/22-rain; lg gap(wash)between 4&5 lines,"7/21: F1,B5 sprung; 7/23: C7 sprung; stout atrox at D2 eve of 7/20/05",49
572,20,2005-07-21,2005-07-23,2,Skip 7/22/05 - Rain,NA,49
573,16,2005-07-24,2005-07-25,1,4/24: Mice are wet: rain last night after midnight,"7/24: C6, D2 sprung. 7/23: Flagellum DOR MP64.2 collected, Pituophis LOR MP57.1",49
574,16,2005-07-24,2005-07-25,2,"Very heavy flow in bosque wash from rain 7/21; prior rain 2.3""; 7/24-0.4""; k-rats like drowned rats",7/24: G7 stuck open. 7/25: D5 sprung; 7/24: Flagellum lg pink LOR MP 2.5 toward BW from Hwy 85,49
575,17,2005-07-26,2005-07-28,1,NA,Not set 7/27 (no help). Dip spectabilis(?) DOR collected 2.4 mi toward BW from CPNWR jct,49
576,17,2005-07-26,2005-07-28,2,NA,Not set 7/27 (no help); 7/26 Peniocereus greggi blooming this morning,49
578,10,2005-08-07,2005-08-10,1,2-night delay-heavy monsoon storms; site very wet on 8/9,"8/10: D6, E3, G5 (NEAL tail) , F7 sprung",49
579,10,2005-08-07,2005-08-10,2,2-night delay-heavy monsoon storms; site very wet on 8/9,8/7: A7-A4-B4-B7-C5-D2-D6-F1-F2-F6-F7-G5 sprung; 8/10: A1 (NEAL tail) B1-C3-E5 sprung,49
580,8,2005-08-13,2005-08-14,1,NA,8/13: B5-B4 sprung; 8/14: B3-E2-E7-F-6 sprung,49
584,6,2006-07-08,2006-07-09,1,NA,NA,49
585,6,2006-07-08,2006-07-09,2,NA,NA,49
586,7,2006-07-08,2006-07-09,1,NA,NA,49
587,7,2006-07-08,2006-07-09,2,NA,NA,49
588,20,2006-06-28,2006-06-29,1,NA,NA,49
589,20,2006-06-28,2006-06-29,2,NA,NA,49
591,4,2006-07-12,2006-07-13,1,NA,NA,49
592,4,2006-07-12,2006-07-13,2,NA,NA,49
593,1,2006-07-14,2006-07-15,1,NA,NA,49
594,1,2006-07-14,2006-07-15,2,NA,NA,49
595,18,2006-07-14,2006-07-15,1,NA,NA,49
596,18,2006-07-14,2006-07-15,2,NA,NA,49
597,15,2006-07-19,2006-07-20,1,NA,NA,49
598,15,2006-07-19,2006-07-20,2,NA,NA,49
599,10,2006-07-20,2006-07-21,1,NA,NA,49
600,10,2006-07-20,2006-07-21,2,NA,NA,49
601,19,2006-07-21,2006-07-22,1,NA,NA,49
602,19,2006-07-21,2006-07-22,2,NA,NA,49
603,2,2006-07-22,2006-07-23,1,NA,NA,49
604,2,2006-07-22,2006-07-23,2,NA,NA,49
605,14,2006-07-25,2006-07-26,1,NA,NA,49
606,14,2006-07-25,2006-07-26,2,NA,NA,49
607,11,2006-07-28,2006-07-29,1,NA,NA,49
608,8,2006-08-03,2006-08-04,1,NA,NA,49
609,16,2006-08-02,2006-08-03,1,NA,NA,49
610,16,2006-08-02,2006-08-03,2,NA,NA,49
611,17,2006-08-09,2006-08-10,1,NA,NA,49
612,17,2006-08-09,2006-08-10,2,NA,NA,49
613,13,2006-08-22,2006-08-23,1,NA,NA,49
614,13,2006-08-22,2006-08-23,2,NA,NA,49
616,10,2007-08-08,2007-08-09,1,NA,water flowing in canyon; vegetation very lush,49
617,10,2007-08-08,2007-08-09,2,NA,water flowing in canyon; vegetation very lush,49
619,54,2006-07-19,2006-07-20,1,NA,NA,49
620,54,2007-08-15,2007-08-16,1,rain during first trapping night,11 sprung traps night 1; 15 sprung traps night 2,49
621,14,2007-08-28,2007-08-29,1,NA,lunar eclipse 8-28 @ 0300,49
622,14,2007-08-28,2007-08-29,2,NA,lunar eclipse 8-28-07 @0300,49
623,8,2007-08-30,2007-08-31,1,monsoon rain afternoon of 8-30-07,NA,49
624,15,2008-07-02,2008-07-03,1,NA,NA,49
625,15,2008-07-02,2008-07-03,2,NA,NA,49
626,14,2008-07-15,2008-07-16,1,NA,NA,49
627,14,2008-07-15,2008-07-16,2,NA,NA,49
628,54,2008-07-15,2008-07-16,1,NA,NA,49
629,20,2008-07-17,2008-07-18,1,NA,NA,49
630,20,2008-07-17,2008-07-18,2,NA,NA,49
631,10,2008-07-24,2008-07-25,1,NA,7-24: 2 sprung traps; 7-25: 4 sprung traps,49
632,10,2008-07-24,2008-07-25,2,NA,NA,49
633,19,2008-07-31,2008-08-01,1,NA,NA,49
634,19,2008-07-31,2008-08-01,2,NA,many tarantula holes,49
635,1,2008-08-18,2008-08-19,1,NA,NA,49
636,1,2008-08-18,2008-08-19,2,NA,NA,49
637,13,2008-08-18,2008-08-19,1,NA,1 harris ground squirrel on 8/18,49
638,13,2008-08-18,2008-08-19,2,NA,2 round-tailed ground squirrels on 8-19,49
639,15,2009-07-01,2009-07-02,1,NA,***18 sprung traps on 7-1,49
641,15,2009-07-01,2009-07-02,2,NA,7-1: many traps laying on side; 4 traps sprung,49
642,19,2009-07-09,2009-07-10,1,NA,NA,49
643,19,2009-07-09,2009-07-10,2,NA,NA,49
644,14,2009-07-15,2009-07-16,1,NA,NA,49
645,14,2009-07-15,2009-07-16,2,NA,NA,49
646,16,2009-07-22,2009-07-23,1,NA,NA,49
647,16,2009-07-22,2009-07-23,2,NA,NA,49
648,54,2009-07-23,2009-07-24,1,NA,NA,49
649,6,2009-07-29,2009-07-30,1,NA,NA,49
650,6,2009-07-29,2009-07-30,2,NA,NA,49
651,7,2009-07-29,2009-07-30,1,NA,4 round-tailed ground squirrels caught on 7-30,49
652,7,2009-07-29,2009-07-30,2,NA,NA,49
653,20,2009-07-31,2009-08-01,1,NA,NA,49
654,20,2009-07-31,2009-08-01,2,NA,NA,49
655,10,2009-08-07,2009-08-08,1,NA,8-7: 5 sprung traps,49
656,10,2009-08-07,2009-08-08,2,NA,NA,49
657,8,2009-08-12,2009-08-13,1,monsoon storm & rain on night 2,8-12: 8 sprung traps,49
658,15,2010-07-07,2010-07-08,1,NA,NA,49
659,15,2010-07-07,2010-07-08,2,NA,NA,49
660,10,2010-07-23,2010-07-24,1,NA,NA,49
661,10,2010-07-23,2010-07-24,2,NA,NA,49
662,19,2010-07-20,2010-07-21,1,NA,NA,49
663,19,2010-07-20,2010-07-21,2,NA,NA,49
664,14,2010-07-23,2010-07-24,1,NA,NA,49
665,14,2010-07-23,2010-07-24,2,NA,Peniocereus blooming 7-21 to 7-24,49
666,16,2010-07-27,2010-07-28,1,NA,NA,49
667,16,2010-07-27,2010-07-28,2,NA,NA,49
668,54,2010-07-29,2010-07-30,1,NA,NA,49
669,20,2010-08-03,2010-08-04,1,NA,NA,49
670,20,2010-08-03,2010-08-04,2,NA,NA,49
671,17,2010-08-12,2010-08-13,1,NA,NA,49
672,17,2010-08-12,2010-08-13,2,NA,NA,49
673,8,2010-08-30,2010-08-31,1,NA,NA,49
674,20,2011-06-28,2011-06-29,1,NA,NA,49
675,20,2011-06-28,2011-06-29,2,NA,NA,49
676,54,2011-07-06,2011-07-07,1,NA,NA,49
677,14,2011-07-12,2011-07-13,1,NA,NA,49
678,14,2011-07-12,2011-07-13,2,NA,trap D1 missing on 7-12-11,49
679,15,2011-07-19,2011-07-20,1,NA,NA,49
680,15,2011-07-19,2011-07-20,2,NA,NA,49
681,19,2011-07-21,2011-07-22,1,NA,NA,49
682,19,2011-07-21,2011-07-22,2,NA,NA,49
683,8,2011-07-27,2011-07-28,1,NA,NA,49
684,10,2011-08-02,2011-08-03,1,NA,"6 sprung traps on 8/2/11, 7 sprung traps on 8/3/11",49
685,10,2011-08-02,2011-08-03,2,NA,"7 sprung traps on 8/2/11, 5 sprung traps on 8/3/11",49
686,4,2011-08-11,2011-08-12,1,NA,NA,49
687,4,2011-08-11,2011-08-12,2,NA,NA,49
688,16,2011-08-30,2011-08-31,1,NA,many rodents with stub tails,49
689,16,2011-08-30,2011-08-31,2,NA,NA,49
691,55,2011-09-21,2011-09-22,1,NA,NA,49
692,1,2012-06-27,2012-06-28,1,NA,NA,49
693,1,2012-06-27,2012-06-28,2,NA,NA,49
694,13,2012-06-27,2012-06-28,1,NA,NA,49
695,13,2012-06-27,2012-06-28,2,NA,NA,49
696,14,2012-07-12,2012-07-14,1,heavy monsoon rain 7/12 & 7/13,one night skipped due to monsoon weather,49
697,14,2012-07-12,2012-07-14,2,heavy monsoon rain on 7-12 & 7-13,one night skipped due to monsoon weather; 7-12 a.m.: many Peniocereus flowers,49
698,20,2012-07-18,2012-07-19,1,NA,spotted skunk in D6 (7-18-12),49
699,20,2012-07-18,2012-07-19,2,NA,NA,49
700,4,2012-07-24,2012-07-25,1,NA,NA,49
701,4,2012-07-24,2012-07-25,2,NA,NA,49
702,10,2012-07-25,2012-07-26,1,NA,4 sprung traps night 1; 5 sprung traps night 2,49
703,10,2012-07-25,2012-07-26,2,NA,!!! 8 sprung traps night 1; 12 sprung traps night 2,49
704,6,2012-07-27,2012-07-28,1,NA,NA,49
705,6,2012-07-27,2012-07-28,2,NA,NA,49
706,7,2012-07-27,2012-07-28,1,NA,* 5 Harris ground squirrel captures on 7-28-12,49
707,7,2012-07-27,2012-07-28,2,NA,1 Bufo capture on 7-27-12,49
708,16,2012-07-31,2012-08-01,1,NA,NA,49
709,16,2012-07-31,2012-08-01,2,NA,NA,49
710,8,2012-08-05,2012-08-06,1,NA,NA,49
711,19,2012-08-09,2012-08-10,1,NA,"8-9 3 traps sprung, several laying on side",49
712,19,2012-08-09,2012-08-10,2,NA,NA,49
713,20,2013-06-28,2013-06-29,1,NA,NA,49
714,20,2013-06-28,2013-06-29,2,NA,NA,49
715,16,2013-07-09,2013-07-10,1,NA,NA,49
716,16,2013-07-09,2013-07-10,2,NA,NA,49
717,14,2013-07-11,2013-07-12,2,NA,NA,49
719,14,2013-07-11,2013-07-12,1,NA,NA,49
720,10,2013-07-16,2013-07-17,1,NA,NA,49
721,10,2013-07-16,2013-07-17,2,NA,"7-16: 7 sprung traps, 7-17: 5 sprung traps",49
722,4,2013-07-18,2013-07-19,1,NA,NA,49
723,4,2013-07-18,2013-07-19,2,NA,NA,49
724,6,2013-07-23,2013-07-24,1,NA,NA,49
725,6,2013-07-23,2013-07-24,2,NA,NA,49
726,19,2013-07-25,2013-07-27,1,NA,Skipped one night due to rain. Many millipedes.,49
727,19,2013-07-25,2013-07-27,2,NA,Skipped 1 night due to rain.,49
728,13,2013-07-30,2013-07-31,1,NA,NA,49
729,13,2013-07-30,2013-07-31,2,NA,many Pinacate beetles 7-31,49
730,1,2013-07-30,2013-07-31,1,NA,NA,49
731,1,2013-07-30,2013-07-31,2,NA,NA,49
733,62,2013-08-01,2013-08-02,2,NA,NA,49
734,11,2013-08-01,2013-08-02,1,NA,NA,49
735,15,2013-08-04,2013-08-05,1,NA,NA,49
736,15,2013-08-04,2013-08-05,2,NA,NA,49
737,17,2013-08-06,2013-08-07,1,light rain overnight (night 1),millipedes,49
738,17,2013-08-06,2013-08-07,2,light rain overnight (night 1),NA,49
739,8,2013-08-15,2013-08-16,1,NA,NA,49
740,14,2014-07-09,2014-07-11,1,NA,Skipped one night due to rain. 6 traps sprung first night.,49
741,14,2014-07-09,2014-07-11,2,Major storm early a.m. 7-9.,Skipped one night.,49
742,15,2014-07-16,2014-07-17,1,NA,NA,49
743,15,2014-07-16,2014-07-17,2,NA,NA,49
744,20,2014-07-22,2014-07-23,1,NA,NA,49
745,20,2014-07-22,2014-07-23,2,NA,NA,49
746,4,2014-07-25,2014-07-26,1,NA,NA,49
747,4,2014-07-25,2014-07-26,2,NA,NA,49
748,13,2014-07-30,2014-07-31,1,NA,NA,49
749,13,2014-07-30,2014-07-31,2,NA,NA,49
750,1,2014-07-30,2014-07-31,1,NA,NA,49
751,1,2014-07-30,2014-07-31,2,NA,NA,49
752,6,2014-08-01,2014-08-02,1,NA,NA,49
754,6,2014-08-01,2014-08-02,2,NA,NA,49
755,17,2014-08-08,2014-08-10,1,NA,"Skipped one day due to weather. Peniocereus between D1, D2 (one fruit). Sunrise: 0605",49
756,17,2014-08-08,2014-08-10,2,NA,"Skipped 1 night. Grid dry on NE, wet (green) on SW. 8/8/14, Pituophis 0706 E of vehicles.",49
757,10,2014-08-07,2014-08-09,1,NA,"Night 2 skipped; night 3 = monsoon storm during baiting, 14 traps not baited due to lightning.",49
758,10,2014-08-07,2014-08-09,2,NA,night 2 skipped; monsoon storm on night 3.,49
759,11,2014-08-12,2014-08-14,1,NA,Trapped 8/11-12 and 8/13-14.,49
760,7,2014-08-12,2014-08-14,1,NA,One Day Skipped.,49
761,7,2014-08-14,2014-08-16,2,NA,one day skipped.,49
762,14,2015-06-24,2015-06-27,1,NA,2 ground squirrel captures,49
763,14,2015-06-24,2015-06-27,2,NA,1 ground squirrel,49
764,19,2015-07-17,2015-07-20,1,NA,2 nights skipped due to weather,49
765,19,2015-07-17,2015-07-20,2,NA,2 nights skipped due to weather,49
766,4,2015-07-22,2015-07-23,1,NA,NA,49
767,4,2015-07-22,2015-07-23,2,NA,NA,49
768,1,2015-07-30,2015-07-31,1,NA,NA,49
769,1,2015-07-30,2015-07-31,2,NA,NA,49
770,10,2015-09-29,2015-09-30,1,NA,2 sprung traps on 9-29,49
771,10,2015-09-29,2015-09-30,2,NA,sprung/not baited 9-29 = 2; 9-30 = 6,49
772,6,2015-10-08,2015-10-09,1,NA,"sprung: 10-8 = 2, 10-9 = 1",49
773,6,2015-10-08,2015-10-09,2,59Â° AT 06:40,NA,49
774,13,2015-10-23,2015-10-24,1,NA,NA,49
775,13,2015-10-23,2015-10-24,2,NA,NA,49
776,16,2015-10-28,2015-10-29,1,NA,NA,49
777,16,2015-10-28,2015-10-29,2,NA,NA,49
779,4,2016-07-06,2016-07-07,1,NA,NA,49
780,4,2016-07-06,2016-07-07,2,NA,NA,49
781,13,2016-07-20,2016-07-21,1,NA,NA,49
782,13,2016-07-20,2016-07-21,2,NA,NA,49
783,6,2016-07-22,2016-07-23,1,NA,NA,49
784,6,2016-07-22,2016-07-23,2,NA,Heloderma in trap F2 day 2,49
785,10,2016-07-26,2016-07-27,1,NA,NA,49
786,10,2016-07-26,2016-07-27,2,NA,NA,49
787,19,2016-07-26,2016-07-27,1,NA,NA,49
788,19,2016-07-26,2016-07-27,2,NA,NA,49
789,7,2016-08-16,2016-08-17,1,NA,"3 traps missing, 2 found. 2 traps destroyed-ripped open",49
790,7,2016-08-16,2016-08-17,2,NA,NA,49
791,20,2016-08-24,2016-08-25,1,NA,NA,49
792,20,2016-08-24,2016-08-25,2,NA,NA,49
793,14,2016-08-31,2016-09-03,1,NA,traps baited 1 hour earlier (1730) on last night,49
794,14,2016-08-31,2016-09-03,2,NA,traps baited 1 hour earlier on last night (1730). C. scutulatus 9/2/16 0850. DOR MP58.2,49
795,15,2017-06-07,2017-06-08,1,NA,NA,49
796,15,2017-06-07,2017-06-08,2,NA,NA,49
797,4,2017-07-06,2017-07-07,1,NA,NA,49
798,4,2017-07-06,2017-07-07,2,NA,NA,49
799,6,2017-07-12,2017-07-13,1,NA,NA,49
800,6,2017-07-12,2017-07-13,2,NA,NA,49
801,14,2017-07-15,2017-07-17,1,NA,Skipped 7/16/2017,49
802,14,2017-07-15,2017-07-16,2,NA,NA,49
803,1,2017-07-26,2017-07-27,1,NA,NA,49
804,1,2017-07-26,2017-07-27,2,NA,NA,49
805,10,2017-08-16,2017-08-17,1,NA,NA,49
806,10,2017-08-16,2017-08-17,2,NA,NA,49
807,63,2017-08-25,2017-08-26,1,NA,NA,49
808,63,2017-08-25,2017-08-26,2,NA,NA,49
809,20,2015-07-07,2015-07-08,1,NA,NA,49
810,20,2015-07-07,2015-07-08,2,NA,NA,49
812,2,2018-06-29,2018-06-30,1,NA,NA,49
813,2,2018-06-29,2018-06-30,2,NA,NA,49
814,20,2018-07-13,2018-07-14,1,NA,NA,49
815,20,2018-07-13,2018-07-14,2,NA,NA,49
816,14,2018-07-17,2018-07-18,1,NA,NA,49
817,14,2018-07-17,2018-07-18,2,NA,NA,49
818,13,2018-07-19,2018-07-20,1,NA,NA,49
819,13,2018-07-19,2018-07-20,2,NA,NA,49
820,19,2018-07-28,2018-07-29,1,NA,NA,49
821,19,2018-07-28,2018-07-29,2,NA,NA,49
822,7,2018-07-31,2018-08-01,1,NA,C. scutulatus adult in hole near parking area,49
823,7,2018-07-31,2018-08-01,2,NA,NA,49
824,11,2018-08-08,2018-08-09,1,NA,NA,49
825,6,2018-08-15,2018-08-16,1,NA,NA,49
826,6,2018-08-15,2018-08-16,2,NA,NA,49
827,4,2018-08-28,2018-08-29,1,NA,NA,49
828,4,2018-08-28,2018-08-29,2,NA,NA,49
829,10,2018-08-23,2018-08-24,1,NA,NA,49
830,10,2018-08-23,2018-08-24,2,NA,NA,49
831,16,2018-09-06,2018-09-07,1,NA,NA,49
832,16,2018-09-06,2018-09-07,2,NA,NA,49
833,8,2018-09-18,2018-09-19,1,NA,NA,49
836,40,2011-09-21,2011-09-22,2,NA,NA,49
837,14,2019-06-20,2019-06-22,1,NA,Skipped 21 June; Sprung Traps 6/20: G1,49
838,14,2019-06-20,2019-06-22,2,NA,"Skipped 6/21, 6/20: S. magister(G6),",49
839,6,2019-07-03,2019-07-04,1,NA,NA,49
840,6,2019-07-03,2019-07-04,2,NA,"atrox, 7-2, 1900 between b6,b7 22ACP",49
841,4,2019-07-16,2019-07-17,1,NA,Traps sprung: 7/17 E2,49
842,4,2019-07-16,2019-07-17,2,NA,"Traps sprung: 7-16 (F4); C2 Neotoma tail only. atrox DOR SPB Dr. mile 1.0, 0750 7-17-2019",49
844,1,2019-07-28,2019-07-29,1,NA,"Traps sprung: 7-28 C7, 7-29 D6. 7-28 flagellum LOR pink 0815 3.2mi E of QBQuito",49
845,1,2019-07-28,2019-07-29,2,NA,Traps sprung: 7-28 C4.,49
847,18,2019-08-09,2019-08-10,1,NA,NA,49
848,18,2019-08-09,2019-08-10,2,NA,"Traps sprung: 8-9 (B4), 8-10 (B5)",49
849,15,2019-08-12,2019-08-14,1,NA,"Nt2 sprung A6; cameras A7 36637, A1 36646, B1 47886, D1 48172, F1 47172, F1 47872, G3 36644",49
850,15,2019-08-12,2019-08-14,2,NA,"cameras at E5 47888, F7 36636, G7 47841, G6 48142, G5 47889, G4 36634",49
851,10,2019-08-20,2019-08-21,1,NA,"Traps sprung: 8/20 G1,A2,B1, and No trap at F2. 8/21 E3,G1,G4,G7,F5, A2,C2,D3,D4",49
852,10,2019-08-20,2019-08-21,2,NA,"Traps sprung: 8/20- B7,F7. 8/21-B5,C7,C6,C4,D4,F2,F7. 8/21- A7 neck caught, died; F6 escaped",49
853,17,2019-08-23,2019-08-24,1,NA,NA,49
854,17,2019-08-23,2019-08-24,2,NA,NA,49
855,4,2020-06-30,2020-07-01,1,NA,NA,49
856,4,2020-06-30,2020-07-01,2,NA,NA,49
857,16,2020-07-02,2020-07-03,1,NA,Desert Cottontail captured in E2 on night 1,49
858,16,2020-07-02,2020-07-03,2,NA,Trap B7 not set 2nd night,49
859,20,2020-07-15,2020-07-16,1,NA,NA,49
860,20,2020-07-15,2020-07-16,2,NA,NA,49
861,6,2020-07-29,2020-07-30,1,NA,Traps set 7/28/2020,49
863,6,2020-07-29,2020-07-30,2,NA,NA,49
864,13,2020-08-12,2020-08-13,1,NA,RTGS in trap A2 on capture night 1,49
865,13,2020-08-12,2020-08-13,2,NA,NA,49
866,1,2020-08-20,2020-08-21,1,NA,NA,49
867,1,2020-08-20,2020-08-21,2,NA,NA,49
868,14,2020-05-12,2020-05-14,1,NA,"D5, D6, D7 possibly not baited",49
869,14,2020-05-12,2020-05-14,2,NA,"Found dead DIME, Feale, adult, 25gm, found dead near D2",49
870,1,2021-08-05,2021-08-06,1,NA,NA,49
871,4,2021-07-08,2021-07-09,1,NA,NA,49
872,4,2021-07-08,2021-07-09,2,NA,NA,49
873,13,2021-07-13,2021-07-15,1,"7/13/2021: Ta 30.2, rH 46.8, cloud cover - 90% @ 7:10",NA,49
874,13,2021-07-13,2021-07-15,2,NA,NA,49
875,16,2021-07-20,2021-07-21,2,NA,NA,49
876,16,2021-07-20,2021-07-21,1,NA,NA,49
877,14,2021-07-22,2021-07-23,2,NA,NA,49
879,14,2021-07-22,2021-07-23,1,NA,NA,49
880,6,2021-07-29,2021-07-30,1,NA,NA,49
881,6,2021-07-29,2021-07-30,2,NA,NA,49
882,1,2021-08-05,2021-08-06,2,NA,NA,49
883,10,2021-09-09,2021-09-10,2,NA,NA,49
884,10,2021-09-09,2021-09-10,1,NA,NA,49
885,4,2022-07-27,2022-07-28,1,NA,NA,49
886,4,2022-07-27,2022-07-28,2,NA,NA,49
887,14,2022-07-19,2022-07-20,1,NA,NA,49
888,14,2022-07-19,2022-07-20,2,NA,NA,49
889,13,2022-07-13,2022-07-14,1,NA,Only 1 capture,49
890,13,2022-07-13,2022-07-14,2,NA,NA,49
891,6,2022-07-29,2022-07-30,1,NA,NA,49
892,6,2022-07-29,2022-07-30,2,NA,NA,49
893,10,2022-08-04,2022-08-05,2,NA,NA,49
894,10,2022-08-04,2022-08-05,1,NA,NA,49
895,15,2023-09-14,2023-09-15,1,NA,NA,49
896,14,2023-09-14,2023-09-15,2,NA,NA,49
