trap_check_date,year,month,day,genus,species,recapture,sex,age,mass_g,reprod_cond,web_trap_number,comments,rhf,body,tail
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,M,A,28,ST,69,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,F,A,24,NA,82,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,M,A,36,ST,83,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,F,A,26,NA,89,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,M,A,27,NA,139,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,M,A,31,ST,143,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,N,M,A,45,ST,144,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,33,NA,7,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,36,ST,9,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,24,ST,40,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,34,NA,101,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,36,ST,102,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,F,A,28,NA,117,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,baileyi,Y,M,A,31,ST,126,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,F,A,22,NA,10,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,F,A,16,NA,46,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,F,A,19,NA,47,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,M,A,22,ST,95,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,F,A,21,NA,128,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,N,F,A,22,NA,131,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,Y,M,A,18,NA,42,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,Y,M,A,17,ST,43,NA,NA,NA,NA
1993-03-20,1993,3,20,Chaetodipus,penicillatus,Y,M,A,20,NA,104,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,M,A,42,ST,5,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,M,A,43,ST,55,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,M,A,37,ST,67,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,M,A,40,ST,91,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,F,SA,32,NA,92,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,F,A,45,NA,96,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,F,A,39,NA,107,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,N,F,A,40,NA,140,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,39,ST,4,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,35,NA,41,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,35,ST,48,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,A,35,NA,53,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,SA,33,NA,54,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,A,40,NA,60,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,37,NA,65,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,36,ST,68,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,J,22,NA,72,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,SA,32,NA,77,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,41,ST,106,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,SA,33,NA,118,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,38,NA,122,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,M,A,39,ST,127,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,A,39,NA,129,NA,NA,NA,NA
1993-03-20,1993,3,20,Dipodomys,merriami,Y,F,A,38,NA,138,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,216,ST,12,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,F,A,157,NA,22,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,261,ST,23,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,204,ST,36,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,222,NA,66,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,F,SA,108,NA,81,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,212,ST,86,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,SA,146,NA,93,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,SA,110,NA,123,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,F,SA,136,NA,130,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,M,A,239,ST,141,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,N,F,SA,140,NA,142,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,Y,F,SA,109,NA,44,NA,NA,NA,NA
1993-03-20,1993,3,20,Neotoma,albigula,Y,F,A,166,NA,120,NA,NA,NA,NA
1993-03-20,1993,3,20,Onychomys,torridus,N,F,A,25,NA,80,NA,NA,NA,NA
1993-03-20,1993,3,20,Onychomys,torridus,N,F,A,24,NA,116,NA,NA,NA,NA
1993-03-20,1993,3,20,Perognathus,amplus,N,M,A,14,ST,8,NA,NA,NA,NA
1993-03-20,1993,3,20,Perognathus,amplus,N,M,A,13,ST,57,NA,NA,NA,NA
1993-03-20,1993,3,20,Perognathus,amplus,N,NA,A,NA,NA,97,Escaped while being processed.,NA,NA,NA
1993-03-20,1993,3,20,Perognathus,amplus,Y,M,A,13,ST,52,NA,NA,NA,NA
1993-03-20,1993,3,20,Perognathus,amplus,Y,M,A,15,ST,103,May be a small Chaetodipus pennicilatus?,NA,NA,NA
1993-03-20,1993,3,20,Peromyscus,eremicus,N,NA,J,8,NA,34,Sex not recorded; very small juvenile (can't tell sex).,NA,NA,NA
1993-03-20,1993,3,20,Peromyscus,eremicus,N,M,A,18,ST,39,NA,NA,NA,NA
1993-03-20,1993,3,20,Peromyscus,eremicus,N,M,A,18,NA,84,NA,NA,NA,NA
1993-03-20,1993,3,20,Peromyscus,eremicus,Y,F,A,23,NA,28,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,27.5,ST,4,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,27,NA,6,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,23.5,NA,9,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,24.5,NA,12,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,43.5,ST,20,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,23,NA,24,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,33,NA,30,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,38,NA,45,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,25.5,ST,47,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,24,ST,54,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,34.5,ST,58,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,23,NA,65,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,33,NA,81,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,25,NA,82,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,32,NA,94,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,26,NA,97,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,31,NA,106,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,29,NA,107,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,39,ST,111,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,25.5,ST,114,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,43,NA,116,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,26,NA,125,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,37,NA,129,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,F,A,24,NA,141,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,baileyi,N,M,A,32,NA,144,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,penicillatus,N,F,A,19.5,NA,46,NA,NA,NA,NA
1994-03-18,1994,3,18,Chaetodipus,penicillatus,N,M,J,13,NA,131,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,44,NA,8,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,39,NA,18,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,41,NA,21,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,36,NA,34,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,42,ST,43,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,SA,34,NA,49,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,37,ST,56,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,42,ST,67,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,37,NA,71,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,37.5,NA,83,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,41,ST,95,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,SA,34,NA,103,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,39,NA,105,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,38,NA,120,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,38,NA,126,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,42,NA,127,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,37.5,NA,128,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,M,A,39,ST,132,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,35,NA,137,NA,NA,NA,NA
1994-03-18,1994,3,18,Dipodomys,merriami,N,F,A,40,NA,142,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,A,153,NA,11,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,A,202,NA,23,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,A,172,NA,32,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,A,163,NA,44,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,M,J,78,NA,60,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,SA,130,NA,69,NA,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,NA,A,NA,NA,75,Escaped while processing.,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,M,A,NA,NA,108,Escaped while weighing.,NA,NA,NA
1994-03-18,1994,3,18,Neotoma,albigula,N,F,A,190,NA,130,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,F,A,28,NA,23,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,F,A,23,NA,36,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,F,A,28,NA,45,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,M,A,38,ST,63,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,F,A,24,NA,84,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,F,A,23,NA,94,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,M,A,26.5,NA,127,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,M,A,42,NA,131,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,N,M,A,40,ST,143,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,26.5,NA,6,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,F,A,24.5,NA,9,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,42.5,ST,18,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,37,NA,42,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,26,ST,47,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,F,A,26,NA,61,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,23,ST,65,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,40,ST,98,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,30.5,NA,107,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,NA,NA,125,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,M,A,37,ST,129,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,baileyi,Y,F,A,24.5,NA,141,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,penicillatus,N,F,A,20.5,NA,34,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,penicillatus,N,F,A,20,NA,67,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,penicillatus,N,F,A,22.5,NA,91,NA,NA,NA,NA
1994-03-19,1994,3,19,Chaetodipus,penicillatus,N,F,A,18,NA,132,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,N,M,A,41,ST,95,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,Y,F,A,NA,NA,17,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,Y,F,A,NA,NA,35,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,Y,M,A,NA,NA,108,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,Y,F,A,NA,NA,119,NA,NA,NA,NA
1994-03-19,1994,3,19,Dipodomys,merriami,Y,F,A,NA,NA,138,NA,NA,NA,NA
1994-03-19,1994,3,19,Neotoma,albigula,N,M,J,85,NA,10,NA,NA,NA,NA
1994-03-19,1994,3,19,Neotoma,albigula,N,F,A,159,NA,66,NA,NA,NA,NA
1994-03-19,1994,3,19,Neotoma,albigula,N,M,SA,142,NA,96,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,baileyi,N,M,A,38,ST,28,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,baileyi,N,M,A,26,ST,91,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,baileyi,N,F,A,24,NA,131,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,F,A,21,NA,47,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,M,A,21,ST,67,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,M,A,22,ST,82,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,M,A,19,ST,90,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,F,A,20.5,NA,92,NA,NA,NA,NA
1995-03-17,1995,3,17,Chaetodipus,penicillatus,N,M,A,16,ST,114,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,M,A,43,ST,19,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,F,A,41,NA,72,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,F,A,44,NA,102,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,M,A,38,ST,104,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,M,A,41,ST,108,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,F,A,41,NA,138,NA,NA,NA,NA
1995-03-17,1995,3,17,Dipodomys,merriami,N,M,A,46,ST,141,NA,NA,NA,NA
1995-03-17,1995,3,17,Neotoma,albigula,N,F,A,238,NA,12,NA,NA,NA,NA
1995-03-17,1995,3,17,Neotoma,albigula,N,F,A,157,NA,71,NA,NA,NA,NA
1995-03-17,1995,3,17,Neotoma,albigula,N,F,A,167,NA,78,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,F,A,29,NA,57,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,M,A,28,ST,71,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,F,A,23,NA,89,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,M,A,35,NA,107,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,M,A,25,ST,130,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,baileyi,N,F,A,42,NA,131,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,M,A,16,NA,53,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,M,A,21,NA,54,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,F,A,22,NA,116,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,M,A,14,NA,117,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,M,A,14,ST,126,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,N,F,A,22,NA,128,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,Y,M,A,22,ST,83,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,Y,M,A,18,ST,90,NA,NA,NA,NA
1995-03-18,1995,3,18,Chaetodipus,penicillatus,Y,F,A,21,NA,91,NA,NA,NA,NA
1995-03-18,1995,3,18,Dipodomys,merriami,N,F,A,45,NA,8,NA,NA,NA,NA
1995-03-18,1995,3,18,Dipodomys,merriami,N,M,A,41,ST,84,NA,NA,NA,NA
1995-03-18,1995,3,18,Dipodomys,merriami,N,F,A,43,NA,132,NA,NA,NA,NA
1995-03-18,1995,3,18,Dipodomys,merriami,N,F,A,39,NA,142,NA,NA,NA,NA
1995-03-18,1995,3,18,Dipodomys,merriami,Y,M,A,38,ST,104,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,N,M,J,88,NA,23,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,N,M,A,261,ST,86,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,N,F,A,196,NA,144,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,Y,F,A,208,NA,12,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,Y,F,A,172,NA,65,NA,NA,NA,NA
1995-03-18,1995,3,18,Neotoma,albigula,Y,F,A,158,NA,70,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,40,NA,18,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,36,NA,19,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,F,A,27,NA,22,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,32,NA,59,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,35,ST,77,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,30,NA,92,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,37.5,NA,94,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,F,A,26,NA,124,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,baileyi,N,M,A,26,NA,140,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,penicillatus,N,M,A,19,NA,93,NA,NA,NA,NA
1996-03-15,1996,3,15,Chaetodipus,penicillatus,N,M,A,19,NA,107,NA,NA,NA,NA
1996-03-15,1996,3,15,Dipodomys,merriami,N,M,SA,30.5,NA,5,NA,NA,NA,NA
1996-03-15,1996,3,15,Dipodomys,merriami,N,M,A,45,NA,32,NA,NA,NA,NA
1996-03-15,1996,3,15,Dipodomys,merriami,N,F,SA,33,NA,84,NA,NA,NA,NA
1996-03-15,1996,3,15,Dipodomys,merriami,N,M,A,46,ST,129,NA,NA,NA,NA
1996-03-15,1996,3,15,Dipodomys,merriami,N,F,A,49,LACT,130,NA,NA,NA,NA
1996-03-15,1996,3,15,Neotoma,albigula,N,F,A,151,NA,91,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,F,A,31,NA,12,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,M,A,36,NA,46,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,M,A,37,NA,66,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,M,A,27,NA,107,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,F,A,24.5,NA,139,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,N,F,A,29,NA,143,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,Y,M,A,35,NA,9,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,baileyi,Y,F,A,26,NA,124,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,penicillatus,N,F,A,22,NA,23,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,penicillatus,N,M,A,19,NA,72,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,penicillatus,N,M,A,19,NA,91,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,penicillatus,N,M,A,20,NA,103,NA,NA,NA,NA
1996-03-16,1996,3,16,Chaetodipus,penicillatus,Y,NA,A,20,NA,106,Sex not recorded.,NA,NA,NA
1996-03-16,1996,3,16,Dipodomys,merriami,N,M,A,49,ST,142,NA,NA,NA,NA
1996-03-16,1996,3,16,Neotoma,albigula,N,M,A,242,NA,48,NA,NA,NA,NA
1996-03-16,1996,3,16,Neotoma,albigula,N,F,A,181,NA,56,NA,NA,NA,NA
1996-03-16,1996,3,16,Neotoma,albigula,N,F,A,173,NA,81,NA,NA,NA,NA
1996-03-16,1996,3,16,Neotoma,albigula,N,F,SA,143,NA,82,NA,NA,NA,NA
1996-03-16,1996,3,16,Neotoma,albigula,N,F,A,193,NA,130,NA,NA,NA,NA
1997-03-21,1997,3,21,Chaetodipus,baileyi,N,M,A,24,ST,47,NA,NA,NA,NA
1997-03-21,1997,3,21,Chaetodipus,baileyi,N,F,A,26,NA,52,NA,NA,NA,NA
1997-03-21,1997,3,21,Chaetodipus,baileyi,N,M,A,31,ST,84,NA,NA,NA,NA
1997-03-21,1997,3,21,Chaetodipus,baileyi,N,M,A,30,ST,107,NA,NA,NA,NA
1997-03-21,1997,3,21,Chaetodipus,penicillatus,N,M,A,15,NA,78,NA,NA,NA,NA
